,날짜,행정구,맑음,눈/비,min_c,max_c
628,20171111,송파구,1,0,3.0,11.0
629,20171111,송파구,1,0,3.0,11.0
630,20171112,송파구,1,0,0.0,11.0
631,20171112,송파구,1,0,0.0,11.0
632,20171113,송파구,0,1,3.0,12.0
633,20171113,송파구,0,1,3.0,12.0
634,20171114,송파구,1,0,3.0,11.0
635,20171114,송파구,1,0,3.0,11.0
636,20171115,송파구,1,0,-1.0,7.0
637,20171115,송파구,1,0,-1.0,7.0
638,20171116,송파구,1,0,-3.0,6.0
639,20171116,송파구,1,0,-3.0,6.0
640,20171117,송파구,0,1,-2.0,6.0
641,20171117,송파구,0,1,-2.0,6.0
642,20171118,송파구,1,0,-5.0,3.0
643,20171118,송파구,1,0,-5.0,3.0
644,20171119,송파구,1,0,-7.0,4.0
645,20171119,송파구,1,0,-7.0,4.0
646,20171120,송파구,0,1,-4.0,4.0
647,20171120,송파구,0,1,-4.0,4.0
648,20171121,송파구,1,0,-4.0,8.0
649,20171121,송파구,1,0,-4.0,8.0
650,20171122,송파구,0,1,1.0,11.0
651,20171122,송파구,0,1,1.0,11.0
652,20171123,송파구,0,1,-3.0,5.0
653,20171123,송파구,0,1,-3.0,5.0
654,20171124,송파구,0,1,-3.0,3.0
655,20171124,송파구,0,1,-3.0,3.0
656,20171125,송파구,0,1,-3.0,7.0
657,20171125,송파구,0,1,-3.0,7.0
658,20171126,송파구,1,0,0.0,8.0
659,20171126,송파구,1,0,0.0,8.0
660,20171127,송파구,1,0,-3.0,10.0
661,20171127,송파구,1,0,-3.0,10.0
662,20171128,송파구,0,1,1.0,11.0
663,20171128,송파구,0,1,1.0,11.0
664,20171129,송파구,0,1,-2.0,8.0
665,20171129,송파구,0,1,-2.0,8.0
666,20171130,송파구,1,0,-5.0,3.0
667,20171130,송파구,1,0,-5.0,3.0
668,20171201,송파구,0,1,-8.0,3.0
669,20171201,송파구,0,1,-8.0,3.0
670,20171202,송파구,1,0,-5.0,8.0
671,20171202,송파구,1,0,-5.0,8.0
672,20171203,송파구,0,1,3.0,8.0
673,20171203,송파구,0,1,3.0,8.0
674,20171204,송파구,0,1,-6.0,5.0
675,20171204,송파구,0,1,-6.0,5.0
676,20171205,송파구,0,1,-8.0,0.0
677,20171205,송파구,0,1,-8.0,0.0
678,20171206,송파구,0,1,-5.0,6.0
679,20171206,송파구,0,1,-5.0,6.0
680,20171207,송파구,1,0,-4.0,5.0
681,20171207,송파구,1,0,-4.0,5.0
682,20171208,송파구,1,0,-7.0,-1.0
683,20171208,송파구,1,0,-7.0,-1.0
684,20171209,송파구,1,0,-6.0,5.0
685,20171209,송파구,1,0,-6.0,5.0
686,20171210,송파구,0,1,-3.0,7.0
687,20171210,송파구,0,1,-3.0,7.0
688,20171211,송파구,1,0,-11.0,-3.0
689,20171211,송파구,1,0,-11.0,-3.0
690,20171212,송파구,1,0,-12.0,-5.0
691,20171212,송파구,1,0,-12.0,-5.0
692,20171213,송파구,1,0,-12.0,-4.0
693,20171213,송파구,1,0,-12.0,-4.0
694,20171214,송파구,1,0,-11.0,-2.0
695,20171214,송파구,1,0,-11.0,-2.0
696,20171215,송파구,0,1,-8.0,1.0
697,20171215,송파구,0,1,-8.0,1.0
698,20171216,송파구,1,0,-8.0,-3.0
699,20171216,송파구,1,0,-8.0,-3.0
700,20171217,송파구,1,0,-11.0,-2.0
701,20171217,송파구,1,0,-11.0,-2.0
702,20171218,송파구,0,1,-6.0,3.0
703,20171218,송파구,0,1,-6.0,3.0
704,20171219,송파구,1,0,-7.0,-1.0
705,20171219,송파구,1,0,-7.0,-1.0
706,20171220,송파구,0,1,-9.0,0.0
707,20171220,송파구,0,1,-9.0,0.0
708,20171221,송파구,1,0,-6.0,5.0
709,20171221,송파구,1,0,-6.0,5.0
710,20171222,송파구,1,0,-2.0,7.0
711,20171222,송파구,1,0,-2.0,7.0
712,20171223,송파구,1,0,5.0,9.0
713,20171223,송파구,1,0,5.0,9.0
714,20171224,송파구,0,1,-1.0,6.0
715,20171224,송파구,0,1,-1.0,6.0
716,20171225,송파구,1,0,-5.0,1.0
717,20171225,송파구,1,0,-5.0,1.0
718,20171226,송파구,1,0,-8.0,-1.0
719,20171226,송파구,1,0,-8.0,-1.0
720,20171227,송파구,1,0,-10.0,-3.0
721,20171227,송파구,1,0,-10.0,-3.0
722,20171228,송파구,0,1,-7.0,1.0
723,20171228,송파구,0,1,-7.0,1.0
724,20171229,송파구,0,1,0.0,6.0
725,20171229,송파구,0,1,0.0,6.0
726,20171230,송파구,0,1,-1.0,5.0
727,20171230,송파구,0,1,-1.0,5.0
728,20171231,송파구,0,1,-3.0,3.0
729,20171231,송파구,0,1,-3.0,3.0
730,20180101,송파구,1,0,-5.0,4.0
731,20180101,송파구,1,0,-5.0,4.0
732,20180102,송파구,1,0,-4.0,2.0
733,20180102,송파구,1,0,-4.0,2.0
734,20180103,송파구,1,0,-7.0,0.0
735,20180103,송파구,1,0,-7.0,0.0
736,20180104,송파구,1,0,-9.0,-1.0
737,20180104,송파구,1,0,-9.0,-1.0
738,20180105,송파구,1,0,-6.0,2.0
739,20180105,송파구,1,0,-6.0,2.0
740,20180106,송파구,1,0,-7.0,3.0
741,20180106,송파구,1,0,-7.0,3.0
742,20180107,송파구,1,0,-6.0,3.0
743,20180107,송파구,1,0,-6.0,3.0
744,20180108,송파구,0,1,-1.0,4.0
745,20180108,송파구,0,1,-1.0,4.0
746,20180109,송파구,0,1,-6.0,-1.0
747,20180109,송파구,0,1,-6.0,-1.0
748,20180110,송파구,0,1,-10.0,-5.0
749,20180110,송파구,0,1,-10.0,-5.0
750,20180111,송파구,1,0,-14.0,-7.0
751,20180111,송파구,1,0,-14.0,-7.0
752,20180112,송파구,0,1,-15.0,-5.0
753,20180112,송파구,0,1,-15.0,-5.0
754,20180113,송파구,0,1,-7.0,-1.0
755,20180113,송파구,0,1,-7.0,-1.0
756,20180114,송파구,1,0,-4.0,5.0
757,20180114,송파구,1,0,-4.0,5.0
758,20180115,송파구,0,1,2.0,8.0
759,20180115,송파구,0,1,2.0,8.0
760,20180116,송파구,0,1,0.0,7.0
761,20180116,송파구,0,1,0.0,7.0
762,20180117,송파구,1,0,2.0,9.0
763,20180117,송파구,1,0,2.0,9.0
764,20180118,송파구,0,1,0.0,5.0
765,20180118,송파구,0,1,0.0,5.0
766,20180119,송파구,1,0,-3.0,6.0
767,20180119,송파구,1,0,-3.0,6.0
768,20180120,송파구,1,0,-1.0,7.0
769,20180120,송파구,1,0,-1.0,7.0
770,20180121,송파구,1,0,-4.0,6.0
771,20180121,송파구,1,0,-4.0,6.0
772,20180122,송파구,0,1,-5.0,4.0
773,20180122,송파구,0,1,-5.0,4.0
774,20180123,송파구,1,0,-15.0,-5.0
775,20180123,송파구,1,0,-15.0,-5.0
776,20180124,송파구,1,0,-16.0,-11.0
777,20180124,송파구,1,0,-16.0,-11.0
778,20180125,송파구,1,0,-16.0,-10.0
779,20180125,송파구,1,0,-16.0,-10.0
780,20180126,송파구,1,0,-18.0,-11.0
781,20180126,송파구,1,0,-18.0,-11.0
782,20180127,송파구,1,0,-16.0,-4.0
783,20180127,송파구,1,0,-16.0,-4.0
784,20180128,송파구,1,0,-9.0,-1.0
785,20180128,송파구,1,0,-9.0,-1.0
786,20180129,송파구,1,0,-12.0,-5.0
787,20180129,송파구,1,0,-12.0,-5.0
788,20180130,송파구,0,1,-11.0,-1.0
789,20180130,송파구,0,1,-11.0,-1.0
790,20180131,송파구,0,1,-5.0,0.0
791,20180131,송파구,0,1,-5.0,0.0
792,20180201,송파구,1,0,-9.0,1.0
793,20180201,송파구,1,0,-9.0,1.0
794,20180202,송파구,1,0,-8.0,4.0
795,20180202,송파구,1,0,-8.0,4.0
796,20180203,송파구,0,1,-10.0,-2.0
797,20180203,송파구,0,1,-10.0,-2.0
798,20180204,송파구,1,0,-13.0,-5.0
799,20180204,송파구,1,0,-13.0,-5.0
800,20180205,송파구,1,0,-12.0,-5.0
801,20180205,송파구,1,0,-12.0,-5.0
802,20180206,송파구,1,0,-13.0,-6.0
803,20180206,송파구,1,0,-13.0,-6.0
804,20180207,송파구,1,0,-13.0,-2.0
805,20180207,송파구,1,0,-13.0,-2.0
806,20180208,송파구,1,0,-10.0,2.0
807,20180208,송파구,1,0,-10.0,2.0
808,20180209,송파구,1,0,-5.0,6.0
809,20180209,송파구,1,0,-5.0,6.0
810,20180210,송파구,1,0,-7.0,3.0
811,20180210,송파구,1,0,-7.0,3.0
812,20180211,송파구,0,1,-10.0,-2.0
813,20180211,송파구,0,1,-10.0,-2.0
814,20180212,송파구,0,1,-10.0,-2.0
815,20180212,송파구,0,1,-10.0,-2.0
816,20180213,송파구,1,0,-7.0,4.0
817,20180213,송파구,1,0,-7.0,4.0
818,20180214,송파구,1,0,-1.0,9.0
819,20180214,송파구,1,0,-1.0,9.0
820,20180215,송파구,1,0,-4.0,4.0
821,20180215,송파구,1,0,-4.0,4.0
822,20180216,송파구,1,0,-6.0,5.0
823,20180216,송파구,1,0,-6.0,5.0
824,20180217,송파구,1,0,-7.0,1.0
825,20180217,송파구,1,0,-7.0,1.0
826,20180218,송파구,1,0,-5.0,5.0
827,20180218,송파구,1,0,-5.0,5.0
828,20180219,송파구,1,0,-2.0,7.0
829,20180219,송파구,1,0,-2.0,7.0
830,20180220,송파구,1,0,-2.0,6.0
831,20180220,송파구,1,0,-2.0,6.0
832,20180221,송파구,1,0,-5.0,4.0
833,20180221,송파구,1,0,-5.0,4.0
834,20180222,송파구,0,1,-4.0,5.0
835,20180222,송파구,0,1,-4.0,5.0
836,20180223,송파구,0,1,0.0,9.0
837,20180223,송파구,0,1,0.0,9.0
838,20180224,송파구,1,0,-1.0,7.0
839,20180224,송파구,1,0,-1.0,7.0
840,20180225,송파구,1,0,-2.0,8.0
841,20180225,송파구,1,0,-2.0,8.0
842,20180226,송파구,1,0,-3.0,10.0
843,20180226,송파구,1,0,-3.0,10.0
844,20180227,송파구,1,0,1.0,7.0
845,20180227,송파구,1,0,1.0,7.0
846,20180228,송파구,0,1,2.0,8.0
847,20180228,송파구,0,1,2.0,8.0
848,20180301,송파구,0,1,-4.0,3.0
849,20180301,송파구,0,1,-4.0,3.0
850,20180302,송파구,1,0,-7.0,5.0
851,20180302,송파구,1,0,-7.0,5.0
852,20180303,송파구,0,1,0.0,16.0
853,20180303,송파구,0,1,0.0,16.0
854,20180304,송파구,0,1,8.0,12.0
855,20180304,송파구,0,1,8.0,12.0
856,20180305,송파구,0,1,1.0,11.0
857,20180305,송파구,0,1,1.0,11.0
858,20180306,송파구,1,0,-1.0,11.0
859,20180306,송파구,1,0,-1.0,11.0
860,20180307,송파구,0,1,2.0,11.0
861,20180307,송파구,0,1,2.0,11.0
862,20180308,송파구,0,1,3.0,10.0
863,20180308,송파구,0,1,3.0,10.0
864,20180309,송파구,1,0,1.0,10.0
865,20180309,송파구,1,0,1.0,10.0
866,20180310,송파구,1,0,1.0,10.0
867,20180310,송파구,1,0,1.0,10.0
868,20180311,송파구,1,0,3.0,12.0
869,20180311,송파구,1,0,3.0,12.0
870,20180312,송파구,1,0,2.0,16.0
871,20180312,송파구,1,0,2.0,16.0
872,20180313,송파구,1,0,5.0,19.0
873,20180313,송파구,1,0,5.0,19.0
874,20180314,송파구,1,0,14.0,22.0
875,20180314,송파구,1,0,14.0,22.0
876,20180315,송파구,0,1,8.0,17.0
877,20180315,송파구,0,1,8.0,17.0
878,20180316,송파구,1,0,4.0,12.0
879,20180316,송파구,1,0,4.0,12.0
880,20180317,송파구,1,0,1.0,14.0
881,20180317,송파구,1,0,1.0,14.0
882,20180318,송파구,0,1,5.0,13.0
883,20180318,송파구,0,1,5.0,13.0
884,20180319,송파구,0,1,6.0,10.0
885,20180319,송파구,0,1,6.0,10.0
886,20180320,송파구,1,0,2.0,9.0
887,20180320,송파구,1,0,2.0,9.0
888,20180321,송파구,0,1,1.0,5.0
889,20180321,송파구,0,1,1.0,5.0
890,20180322,송파구,1,0,1.0,12.0
